ComponentEventTemplate	Label	Count
postfix/cleanup 14118F20126 : message-id = <20060405214303.14118F20126@#56#.#207#>	-	1
kernel <ffffffffa0480de4>{ : panfs : pan_sock_sys_socket_create_tyfree : 160048kB min : 2696kB low : 5392kB high : 8088kB active : 5784kB inactive : 4540kB present : 7323648kB pages_scanned : <*> all_unreclaimable? no	-	1
kernel MOSAL(1) : file_pgoff = 0x86d7	-	5
panfs Mounting PanFS filesystem /scratchp3 : failed	-	1
kernel MOSAL(1) : file_pgoff = 0x2d820	-	1
kernel MOSAL(1) : file_pgoff = 0x16177	-	1
postfix/cleanup B0C2DAC40C7 : message-id = <20060430172543.B0C2DAC40C7@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdf76	-	1
kernel THH(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob.c[2890] : XHH_hob_create : CMD_error in XHH_cmd_SYS_EN (7)	-	5
autofs <*> <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0xe726	-	6
kernel MOSAL(1) : file_pgoff = 0x12e56	-	1
postfix/cleanup E91C651848B : message-id = <20051111081507.E91C651848B@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x12952	-	1
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/thAL(1) : file_pgoff = 0x1f1e6	-	1
kernel MOSAL(1) : file_pgoff = 0x11ae4	-	2
postfix/cleanup DC2665189AA : message-id = <20060222234342.DC2665189AA@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d60d	-	1
PBS_Server stream_eof , connection to <*> dropped (Premature end of message). setting node state to down	-	572
postfix/cleanup 297B8F20131 : message-id = <20060406145805.297B8F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d190	-	1
kernel MOSAL(1) : file_pgoff = 0x1fd05	-	2
postfix/cleanup 95F92F2012E : message-id = <20060619162249.95F92F2012E@#56#.#207#>	-	1
kernel <ffffffff8015fa23>{kmem_cache_alloc+90} <ffffffff8024>Node <*> HighMem per-cpu : empty	-	1
postfix/cleanup 5FCF8F200A7 : message-id = <20060710025747.5FCF8F200A7@#56#.#207#>	-	1
cpu 1 cold low <*> , high <*> , batch <*>	-	57
kernel MOSAL(1) : file_pgoff = 0xd018	-	1
kernel MOSAL(1) : file_pgoff = 0xbf97	-	1
kernel MOSAL(1) : file_pgoff = 0x1f20f	-	17
kernel MOSAL(1) : file_pgoff = 0x2d057	-	1
kernel MOSAL(1) : file_pgoff = 0x1da73	-	1
kernel MOSAL(1) : file_pgoff = 0x1450c	-	15
sshd Agent forwarding request denied in configuration.	-	15
postfix/cleanup 7B91FF20133 : message-id = <20060630235311.7B91FF20133@#56#.#207#>	-	1
RT Test5 (/opt/rt3/lib/RT.pm : 302)	-	1
postfix/cleanup 3BBE9F200A3 : message-id = <20060704161258.3BBE9F200A3@#56#.#207#>	-	1
RPC error <*> connecting to server panfs1	-	1
kernel MOSAL(1) : file_pgoff = 0x143e1	-	4
kernel MOSAL(1) : file_pgoff = 0xa4af	-	18
kernel MOSAL(1) : b_eff[12983] : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf<1> MOSAL(1) : map_list = 00000101bc150f20	-	1
kernel MOSAL(1) : file_pgoff = 0x2d799	-	2
postfix/cleanup 1EAC1F20137 : message-id = <20060408111004.1EAC1F20137@#56#.#207#>	-	1
postfix/cleanup A6E19518B03 : message-id = <20060228000300.A6E19518B03@tbird-#206#>	-	1
postfix/cleanup 85458F200A3 : message-id = <20060413141244.85458F200A3@#56#.#207#>	-	1
kernel Call Trace : <ffffffff8015c61c>{__alloc_pages+846} <ffffffff8015c6b3>{__get_free_e <*> Normal per-cpu :	-	1
/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad RRD_update <*> <*> : illegal attempt to update using time <*> when last update time is <*> (minimum one second step)	-	391
kernel MOSAL(1) : file_pgoff = 0x1f3a7	-	2
init <*> <*> <*> <*>	-	253
kernel MOSAL(1) : file_pgoff = 0x9c88	-	2
kernel MOSAL(1) : file_pgoff = 0x193d9	-	2
postfix/cleanup 698E1F200E0 : message-id = <20060622112245.698E1F200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f94e	-	2
kernel MOSAL(1) : file_pgoff = 0x2cf5f	-	1
postfix/cleanup E3161F200A7 : message-id = <20060416043403.E3161F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7ca	-	1
kernel MOSAL(1) : file_pgoff = 0x152e8	-	1
postfix/cleanup 9F098F20098 : message-id = <20060623193818.9F098F20098@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e24c	-	2
kernel MOSAL(1) : file_pgoff = 0x2d6bf	-	2
kernel <ffffffff80110ca7>{child_rip+8} <ffffffffa010ed50>{ : mlxsys : ThreadProc+0}	-	1
ib_sm [INFO] : Configuration caused by discovering removed ports	-	368
postfix/cleanup E6E02F200A5 : message-id = <20060420134247.E6E02F200A5@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d3be	-	1
mount mount : <*> : <*> failed , reason given by server : Permission denied	-	4
kernel <*> <*> <*> <*> initialized	-	4051
kernel MOSAL(1) : file_pgoff = 0x118ae	-	1
Server Administrator Instrumentation Service EventID : <*> Chassis intrusion detected Sensor location : Intrusion Chassis location : Main System Chassis Previous state was : Unknown Chassis intrusion state : Open	-	1
postfix/cleanup E5081F20133 : message-id = <20060628141308.E5081F20133@#56#.#207#>	-	1
postfix/cleanup 3D710F20131 : message-id = <20060406203403.3D710F20131@#56#.#207#>	-	1
kernel module license <*> taints kernel.	-	3474
kernel MOSAL(1) : file_pgoff = 0x1adf0	-	1
kernel MOSAL(1) : file_pgoff = 0x2d0dc	-	2
kernel MOSAL(1) : file_pgoff = 0x2d4ec	-	2
kernel MOSAL(1) : file_pgoff = 0xaa0d	-	1
kernel fs_client_release : last call to write_page on object <*> failed with 0x1a6c (fs client : can't find realm/managers on network) ; data #15# be dropped (line 525)	-	94
sshd <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d67a	-	2
postfix/cleanup 396FEAC4074 : message-id = <20060514152145.396FEAC4074@tbird-#2124#>	-	1
kernel 000001015f0a1030 00000000000022c5	-	1
kernel MOSAL(1) : file_pgoff = 0x1a2e4	-	7
kernel MOSAL(1) : file_pgoff = 0x1556e	-	3
postfix/cleanup EB667F200A9 : message-id = <20060422153702.EB667F200A9@#56#.#207#>	-	1
ib_sm [ib_sm_sweep.c : 256] : An existing IB node GUID <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> LID <*> was removed	-	4380
postfix/cleanup 70424AC4078 : message-id = <20060418230925.70424AC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1674a	-	6
sshd <*> : flags : forwardable proxiable	-	246
moab INFO : new file '/var/spool/moab/moab.cfg' opened	-	1
kernel MOSAL(1) : file_pgoff = 0xc4fa	-	3
kernel MOSAL(1) : file_pgoff = 0x2d531	-	1
postfix/cleanup 8317CF200E0 : message-id = <20060423224003.8317CF200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15dd5	-	1
LustreError Skipped <*> previous similar message	-	1
kernel MOSAL(1) : file_pgoff = 0x10ef6	-	1
warning <*> <*> <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x1d62d	-	1
kernel MOSAL(1) : file_pgoff = 0x2d823	-	2
postfix/cleanup 1CCD6518D76 : message-id = <20051113054510.1CCD6518D76@tbird-#206#>	-	1
ib_sm [ib_sm_routing.c : 3672] : Failed to set LFT to switch = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ba	-	1
kernel MOSAL(1) : file_pgoff = 0x1a72a	-	1
kernel MOSAL(1) : file_pgoff = 0x2d460	-	1
postfix/cleanup 40740AC4078 : message-id = <20060628220324.40740AC4078@tbird-#2124#>	-	1
postfix/cleanup 2CE47F200A0 : message-id = <20060411201004.2CE47F200A0@#56#.#207#>	-	1
postfix/cleanup DEB6DF200A2 : message-id = <20060617111323.DEB6DF200A2@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9f55	-	1
postfix/cleanup D00E3F2012E : message-id = <20060621042751.D00E3F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d43d	-	3
kernel pan_sam : <*> : unable to report I/O error(s) to SM 0x020038da11df0002(SM) : 0x7e9 (RPC : No response within the timeout period)	-	69
kernel divert : not allocating divert_blk for non-ethernet device lo	-	3913
kernel MOSAL(1) : file_pgoff = 0x2cf04	-	2
kernel MOSAL(1) : file_pgoff = 0x2d467	-	3
postfix/cleanup 0723D518136 : message-id = <20051222155918.0723D518136@tbird-#206#>	-	1
postfix/cleanup B80FAAC407A : message-id = <20060516173839.B80FAAC407A@tbird-#2124#>	-	1
postfix/cleanup B5566AC4085 : message-id = <20060510153127.B5566AC4085@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb175	-	3
kernel MOSAL(1) : file_pgoff = 0x11363	-	1
sendmail <*> : to = root , ctladdr = root (0/0) , delay = <*> : <*> : <*> , xdelay = <*> : <*> : <*> , mailer = relay , pri = <*> , relay = [ <*> ] [ <*> ] , dsn = 2.0.0 , stat = Sent <*> Message accepted for delivery)	-	2
postfix/cleanup 420B111D9F7 : message-id = <20060119110206.420B111D9F7@#1421#>	-	1
kernel MOSAL(1) : file_pgoff = 0xfa23	-	7
kernel MOSAL(1) : file_pgoff = 0x2a114	-	2
kernel Free pages : 2267d_rip+8} <ffffffffa031f6b0>{ : panfs : pan_sys_thread_launch+0}	-	1
postfix/cleanup 5F66C864ABF : message-id = <20060601101005.5065D864ABE@#56#.#207#>	-	1
sshd debug3 : mm_answer_pwnamallow : sending MONITOR_ANS_PWNAM : <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x9ce7	-	1
kernel MOSAL(1) : file_pgoff = 0xc804	-	1
kernel ioc0 : 53C1030 : Capabilities = {Initiator , Target}	-	3824
postfix/cleanup C2AFBF20097 : message-id = <20060701131746.C2AFBF20097@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xa764	-	1
kernel MOSAL(1) : file_pgoff = 0x13b8b	-	1
ib_sm [ib_sm_discovery.c : <*> : switch lid change , node - GUID = <*> , port = <*> , neighbor (nil) , changing lid from <*> , back to original <*>	-	83
kernel VIPKL(1) : [create_mr] MM_bld_hh_mr failed (-253 : VAPIr = 0xB655000 size = 0x9000	-	1
kernel MOSAL(1) : file_pgoff = 0xdbef	-	7
dhcpd DHCPOFFER on <*> to <*> : <*> : <*> : <*> : <*> : <*> via <*>	-	9427
postfix/cleanup 8D6A4F2009E : message-id = <20060420124245.8D6A4F2009E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xddea	-	18
kernel <*> <*> : ksocklnd : <*>	-	20
postfix/cleanup 39A31F200E0 : message-id = <20060423150704.39A31F200E0@#56#.#207#>	-	1
postfix/cleanup 51FE6518A2D : message-id = <20060331065240.51FE6518A2D@tbird-#206#>	-	1
kernel ACPI : (supports S0 S4 S5)	-	4169
postfix/cleanup 58224864ABF : message-id = <20060617003320.58224864ABF@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d46e	-	1
kernel MOSAL(1) : file_pgoff = 0x2d370	-	3
postfix/cleanup 88A31F200A8 : message-id = <20060625161802.88A31F200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e224	-	48
kernel MOSAL(1) : file_pgoff = 0x2d0b7	-	2
kernel LustreError : <*> : <*> : (lib-move.c : <*> : lib_match_md()) <*> : Dropping GET from <*> portal <*> match <*> offset <*> length <*> : no match	-	42
kernel MOSAL(1) : file_pgoff = 0x10bb1	-	1
RT We don't do scrips yet <*> (/opt/rt3/local/lib/RTx/AssetTracker/Transaction_Overlay.pm : 155)	-	5234
kernel oom-killer : gfp_mask = 0xd0	-	226
kernel 00000101b52f0030 00000000000000f6	-	1
kernel MOSAL(1) : file_pgoff = 0x1d787	-	1
logger Kickstart : convert to static ip on boot	-	157
kernel MOSAL(1) : file_pgoff = 0x11eae	-	1
kernel MOSAL(1) : file_pgoff = 0x2d367	-	12
kernel MOSAL(1) : file_pgoff = 0x11236	-	1
postfix/cleanup 51A5DF200A9 : message-id = <20060417011746.51A5DF200A9@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19025	-	1
gpm <*> <*> <*>	-	4
postfix/cleanup 08F69F200A7 : message-id = <20060414124746.08F69F200A7@#56#.#207#>	-	1
kernel <ffffffff80110ca7>{child_rip+8} <ffffffffa004e7ba>{ : jbd : kjournald+0}	-	2
postfix/cleanup 7DEEF518847 : message-id = <20051112054717.7DEEF518847@tbird-#206#>	-	1
ib_sm.x [INFO] : Configuration caused by discovering new ports	-	774
postfix/cleanup 5C69EF20085 : message-id = <20060705163335.5C69EF20085@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a78c	-	1
postfix/cleanup E4CDEAC4071 : message-id = <20060222110201.DE901AC4073@tbird-#2124#>	-	1
kernel kpa batch <*>	-	1
kernel <*> <*> IOAPIC <*> <*> <*>	-	12500
kernel MOSAL(1) : file_pgoff = 0x1312b	-	1
postfix/cleanup 8569C5181D1 : message-id = <20060120115302.8569C5181D1@tbird-#206#>	-	1
sshd <*> : validating credentials	-	414
postfix/cleanup 46B58AC407A : message-id = <20060425221314.46B58AC407A@tbird-#2124#>	-	1
postfix/cleanup E04FF11152D : message-id = <20060119110202.D6F9E11152A@#1004#>	-	1
postfix/cleanup 017D3518A1E : message-id = <20060328200829.017D3518A1E@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd723	-	4
kernel MOSAL(1) : file_pgoff = 0x13b09	-	1
kernel 00000100b40a8030 000000000000020b	-	1
kernel MOSAL(1) : file_pgoff = 0xcd6d	-	1
postfix/cleanup 05D7251807D : message-id = <20051124175412.05D7251807D@tbird-#206#>	-	1
kernel <4atch <*>	-	1
postfix/cleanup A83C5F20132 : message-id = <20060409154605.A83C5F20132@#56#.#207#>	-	1
kernel IRQ12 -> <*> : <*>	-	1
postfix/cleanup 80918F20126 : message-id = <20060406012803.80918F20126@#56#.#207#>	-	1
kernel Attached scsi generic <*> at <*> , channel <*> , id <*> , lun <*> , type <*>	-	8120
sshd debug3 : <*> entering : type <*>	-	11
biosverify.bin BIOS update verification failed. Version expected : A04 , Version found : <*>	-	526
MDT <*> : CP %IFMGR-5-OSTATE_UP : Changed interface state to up : <*> <*>	-	33720
Server Administrator Instrumentation Service EventID : <*> Voltage sensor detected a failure value Sensor location : BMC CMOS Battery Chassis location : Main System Chassis Previous state was : OK (Normal) Voltage sensor value (in Volts) : 2.631	-	3
kernel CPU : Common caps : <*> <*> <*> <*>	-	2
kernel MOSAL(1) : file_pgoff = 0xd797	-	2
chassis_mgr.x [INFO] : reboot(reason = SysGlobalAction : reboot) after <*> sec.	-	21
postfix/cleanup E48A65181D1 : message-id = <20060120171235.E48A65181D1@tbird-#206#>	-	1
postfix/cleanup 321AFF200E0 : message-id = <20060622171840.321AFF200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb6ff	-	1
kernel MOSAL(1) : file_pgoff = 0x1da92	-	1
kernel <ffffffff802a095f>{sock_sendmsg+271} <ffffffff801347ee>{autoremove_wake_function+0}	-	3
postfix/cleanup 41B31864ABE : message-id = <20060418171903.41B31864ABE@#56#.#207#>	-	1
kernel THH(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot reserve <*> MTT segmentsmd64_custom1_rhel4/mod_thh/tptm.c[263] : reserve_mtt_segs : Cannot reserve <*> MTT segments (44 dynamic MTT segments left)	-	1
ib_sm [ib_sm_sweep.c : 449] : Failed to get PortInfo from IB node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> port <*>	-	243
kernel MOSAL(1) : file_pgoff = 0x15ec7	-	17
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0x1F9B6000 size = 0xB000	-	1
postfix/cleanup 3CD69F20133 : message-id = <20060626222811.3CD69F20133@#56#.#207#>	-	1
postfix/cleanup E848EF20131 : message-id = <20060406174514.E848EF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x19df6	-	4
kernel MOSAL(1) : file_pgoff = 0x112ee	-	1
postfix/cleanup 5B645518D9D : message-id = <20060331065613.5B645518D9D@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e250	-	2
kernel MOSAL(1) : file_pgoff = 0x1d6f5	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6d9	-	2
postfix/cleanup CD999AC40C6 : message-id = <20060408001642.CD999AC40C6@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d448	-	10
sda assuming drive cache : write through	-	3
postfix/cleanup 35927F2012E : message-id = <20060619044758.35927F2012E@#56#.#207#>	-	1
postfix/cleanup CF143F200A9 : message-id = <20060417134105.CF143F200A9@#56#.#207#>	-	1
postfix/cleanup 12B8C518A76 : message-id = <20060414022031.12B8C518A76@tbird-#206#>	-	1
postfix/cleanup 2D7C5AC4078 : message-id = <20060626223910.2D7C5AC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6c8	-	8
kernel MOSAL(1) : file_pgoff = 0x2d6f1	-	1
ib_sm [ib_sm_bringup.c : 850] : Failed to bring port to ARMED for node = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*> , state = <*> , hop_count = <*> , mad status 0x1c	-	28
kernel MOSAL(1) : file_pgoff = 0x160a9	-	1
postfix/cleanup 93DF233ED8 : message-id = <20060119110206.81FB133ED5@#1501#>	-	1
kernel scsi0 : Found MegaRAID controller at 0xf8840000 , IRQ : <*>	-	1
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ea , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ea , port = <*> , current state <*>	-	16
postfix/cleanup 3C7C0864ABE : message-id = <20060416045746.3C7C0864ABE@#56#.#207#>	-	1
postfix/cleanup 1347B12D754 : message-id = <20060518135508.1347B12D754@tbird-#2402#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d77b	-	1
"MDT %RPM0-P : CP %FTP-6-FTP_LOGIN_UNSUCCESSFUL : ftp login unsuccessful for user "" system """	-	1
rpc.statd <*> open <*> : Stale NFS file handle	-	3
postfix/cleanup 3141DAC4085 : message-id = <20060419163356.3141DAC4085@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13852	-	1
kernel MOSAL(1) : file_pgoff = 0x137f8	-	2
postfix/cleanup 8200B518CA0 : message-id = <20051113021508.8200B518CA0@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5c9	-	36
postfix/cleanup ECC0B864ABE : message-id = <20060418220251.ECC0B864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x55fb	-	15
ib_sm [ib_sm_routing.c : <*> : Failed to set SwitchInfo on switch = <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	69
megaraid probe new device 0x1028 : 0x0013 : 0x1028 : 0x016c : bus <*> : slot <*> : func <*>	-	4
rz [#2761#] <*> : <*> Bytes , <*> BPS	-	3
kernel MOSAL(1) : file_pgoff = 0x152b6	-	3
sshd <*> : authentication fails for <*> <*> : Authentication failure ( <*> rypt integrity check failed)	-	36
kernel MOSAL(1) : file_pgoff = 0x2d0c8	-	2
kernel <*> <*> Using 14.318180 MHz HPET timer.	-	4184
postfix/cleanup 028B4518A28 : message-id = <20060330190202.028B4518A28@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7897	-	1
kernel sam raid obsd error on write : local_status 0x1d78 (IPS : command timed out) , obsd_error 0x0 (Success) virtual object <*> index <*> , stor_op <*> , component device <*>	-	5
kernel <*> : <*> <*> <*> <*> Failed <*> priv_mosal_mlock for addr = <*> size = <*>	-	28997
kernel MOSAL(1) : file_pgoff = 0x9a6a	-	3
logger Kickstart Install : Prepare speconf_sync to work	-	421
kernel MOSAL(1) : file_pgoff = 0x2d17f	-	45
crond (root) CMD (/home/#57#/GetProcs.sh e)	-	1
kernel MOSAL(1) : file_pgoff = 0x1fbec	-	2
kernel <ffffffff8016db78>{__vmalloc+216} <ffffffffa010eff5>{ : mlxsys : MOSAL_iobuf_register+2085}	-	1
kernel <ffffffff802c55d6>{ip_queue_xmit+951} <ffffffff80131261>{task_rq_lock+59}	-	1
postfix/cleanup 65282F20126 : message-id = <20060406074603.61991F20131@#56#.#207#>	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/qpm.c[1096] : The following bits are not supported or allowed in this transition : 0x40	-	1
ib_sm.x [ib_sm_discovery.c : <*> : Failed to GetNodeInfo() because of NO RESPONSE	-	72398
postfix/cleanup 81C2D51898F : message-id = <20060304110439.81C2D51898F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1efbc	-	1
kernel <ffffffff802c9f4d>{tcp_sendmsg+363} <ffffffff802c519a>{ip_finish_output+356}	-	1
kernel MOSAL(1) : file_pgoff = 0x2d2dd	-	2
kernel MOSAL(1) : file_pgoff = 0x2d3d1	-	2
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> : <*> : ad : <*> : <*> : <*> : <*> <*> <*> was discovered and assigned LID <*>	-	6957
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed <*> <*> <*> <*> <*> = no	-	3
panfs Unmounting PanFS filesystems <*> : failed	-	75
postfix/cleanup A3B52F200A3 : message-id = <20060705030302.A3B52F200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10a58	-	1
kernel MOSAL(1) : file_pgoff = 0x1aba4	-	7
postfix/cleanup 39E10518D0C : message-id = <20060228000346.39E10518D0C@tbird-#206#>	-	1
pbs_server stream_eof , connection to End of File dropped <*> setting node state to down	-	814
kernel MOSAL(1) : file_pgoff = 0x2d763	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf35	-	1
kernel SCSI device sdb : <*> 512-byte hdwr sectors (880175 MB)	-	1
postfix/cleanup D2670518AF9 : message-id = <20060504144023.D2670518AF9@tbird-#206#>	-	1
postfix/cleanup 52745AC407C : message-id = <20060428133422.52745AC407C@tbird-#2124#>	-	1
postfix/cleanup 8F21351829E : message-id = <20051111054722.8F21351829E@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x11a67	-	1
ib_sm [ib_sm_sweep.c : 144] : A new IB node <*> : <*> : 6a : <*> : <*> : <*> : <*> : ab was discovered and assigned LID <*>	-	3
postfix/cleanup 9765FF20092 : message-id = <20060407204601.9765FF20092@#56#.#207#>	-	1
rc.sysinit Setting up Logical Volume Management : succeeded	-	4184
kernel MOSAL(1) : file_pgoff = 0x1e234	-	3
kernel MOSAL(1) : file_pgoff = 0x181da	-	6
kernel MOSAL(1) : file_pgoff = 0x1ef6a	-	1
kernel MOSAL(1) : file_pgoff = 0xc40c	-	2
postfix/cleanup B9D4EF20126 : message-id = <20060426142803.B9D4EF20126@#56#.#207#>	-	1
postfix/cleanup 007085192C1 : message-id = <20051116084508.007085192C1@tbird-#206#>	-	1
postfix/cleanup 8F53FF20126 : message-id = <20060427181644.8ABC8F20131@#56#.#207#>	-	1
"(root-6263) Resolved address "" xml : readwrite : <*> "" to a writable configuration source at position <*>"	-	1
kernel MOSAL(1) : file_pgoff = 0x1bdc9	-	1
postfix/cleanup 01CE5864ABF : message-id = <20060616203803.01CE5864ABF@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f39b	-	1
kernel MOSAL(1) : file_pgoff = 0xa976	-	13
kernel MOSAL(1) : file_pgoff = 0x1134d	-	1
