ComponentEventTemplate	Label	Count
postfix/cleanup D5798AC407A : message-id = <20060531230520.D5798AC407A@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ef79	-	2
sshd debug3 : PAM : do_pam_account pam_acct_mgmt = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f17b	-	26
kernel command = Log Sense <*> 6f <*> <*> <*> <*> <*> <*> <*>	-	3
kernel MOSAL(1) : file_pgoff = 0x132b4	-	1
postfix/cleanup 2211E201F8 : message-id = <20060119110212.2211E201F8@#1710#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a709	-	1
IOAPIC <*> <*> apic_id <*> , version <*> , address <*> , GSI <*>	-	3
postfix/cleanup A4C61F2012E : message-id = <20060618173317.A4C61F2012E@#56#.#207#>	-	1
kernel Node <*> DMA free : 11832kB min : 4kB low : 8kB high : 12kB active : 0kB inactive : 0kB present : 16384kB pages_scanned : <*> a<4>Node <*> DMA per-cpu :	-	1
kernel MOSAL(1) : file_pgoff = 0x16b86	-	1
kernel MOSAL(1) : file_pgoff = 0x1f3ba	-	1
kernel MOSAL(1) : file_pgoff = 0x1f346	-	1
sshd debug1 : server_input_channel_req : channel <*> request x11-req reply <*>	-	1
sudo #47# : TTY = pts/1 ; PWD = /projects/tbird/#47#/appscbench ; USER = root ; COMMAND = /bin/su - -c cd /scratch3/#125#-test-tbird/nodehwtest/breakfix && rm -f <*>	-	166
kernel MOSAL(1) : file_pgoff = 0xa607	-	14
pciehp <*> : Slot <*> at s : b : d : f = 0x00 : <*> : 1f : <*>	-	7
kernel MOSAL(1) : file_pgoff = 0xf2de	-	1
kernel MOSAL(1) : file_pgoff = 0x2d77e	-	1
kernel MOSAL(1) : alegra_3D_alegr[21289] : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/m000000000000	-	1
kernel MOSAL(1) : file_pgoff = 0x1d568	-	25
kernel MOSAL(1) : file_pgoff = 0x1412b	-	1
postfix/cleanup 6A4D3AC4073 : message-id = <20060414211445.6A4D3AC4073@tbird-#2124#>	-	1
postfix/cleanup BD302F20097 : message-id = <20060711154754.BD302F20097@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1aa02	-	1
dhcpd DHCPACK on <*> to <*> : <*> : <*> : <*> : <*> <*> <*> via <*>	-	10480
kernel MOSAL(1) : file_pgoff = 0xc7a2	-	15
postfix/cleanup 40CCEF2009E : message-id = <20060419215803.40CCEF2009E@#56#.#207#>	-	1
kernel shpchp : acpi_pciehprm : <*> OSHP fails = 0x5	-	164
kernel MOSAL(1) : file_pgoff = 0x17b89	-	2
RT Test4 (/opt/rt3/lib/RT.pm : 287)	-	1
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0xE0000000000	-	1
kernel MOSAL(1) : file_pgoff = 0x55f	-	1
postfix/cleanup E363AF2012E : message-id = <20060619132757.E363AF2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d57d	-	71
postfix/cleanup 3E7CAAC407E : message-id = <20060421221609.3E7CAAC407E@tbird-#2124#>	-	1
postfix/cleanup 5086AF2012E : message-id = <20060616110301.5086AF2012E@#56#.#207#>	-	1
postfix/cleanup 3CE73F200A0 : message-id = <20060501100214.3CE73F200A0@#56#.#207#>	-	1
postfix/cleanup C61CA518A7E : message-id = <20060331065322.C61CA518A7E@tbird-#206#>	-	1
postfix/cleanup C7F49518A3E : message-id = <20060331224643.C7F49518A3E@tbird-#206#>	-	1
postfix/cleanup 66047864ABE : message-id = <20060412225745.66047864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd69a	-	28
kernel input : USB HID v1.00 Keyboard [NMB Dell USB 7HK Keyboard] on usb-0000 : <*> : 1d.7-3.2.1	-	2
kernel MOSAL(1) : <*>	-	21
ib_sm [ib_sm_bringup.c : 581] : Force port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ed , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	11
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : fe , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : fe , port = <*> , current state <*>	-	12
kernel pan_ips : error -- nexus initiator connect callback , 0x23a2 (pan_sock : network unreachable) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_nexus.c : <*>	-	140
sshd <*> : error removing ccache file <*>	-	3
ssh <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	135
kernel MOSAL(1) : file_pgoff = 0xf1f9	-	1
chassis_mgr.x [INFO] : power-supply <*> is up	-	6
sudo #47# : TTY = pts/22 ; PWD = /mnt_projects/sysapps/#2448#/ebuilds/mpi/mvapich ; USER = root ; COMMAND = /usr/bin/svn ci mvapich-0.9.5_p119.ebuild files/barrier_space.patch files/local_wq_access_viol_debug.patch	-	1
kernel MOSAL(1) : file_pgoff = 0xcfe8	-	1
postfix/cleanup 90063864ABF : message-id = <20060616233319.90063864ABF@#56#.#207#>	-	1
postfix/cleanup 226BBF2009F : message-id = <20060703180817.226BBF2009F@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1665b	-	22
postfix/cleanup 4444CF200A7 : message-id = <20060709170256.4444CF200A7@#56#.#207#>	-	1
kernel 000001016d72e030 000000000000007d <*> 00000000a040aa77	-	1
kernel Intel machine check architecture supported.	-	2
postfix/cleanup B8DD6F2009D : message-id = <20060701131746.B8DD6F2009D@#56#.#207#>	-	1
kernel oom-killer : gfp_mask = 0x4d0	-	3
postfix/cleanup 7822CF20133 : message-id = <20060630014802.7822CF20133@#56#.#207#>	-	1
postfix/cleanup E10A55181A0 : message-id = <20060111180150.E10A55181A0@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e3a8	-	1
kernel MOSAL(1) : file_pgoff = 0xfc1a	-	1
kernel MOSAL(1) : file_pgoff = 0x88ba	-	1
kernel <ffffffff801347c0>{finish_wait+52} <ffffffff801347ee>{autoremove_wake_function+0}	-	1
kernel __journal_remove_journal_head : freeing b_committed_data	-	1
kernel MOSAL(1) : file_pgoff = 0x12528	-	1
kernel pan_ips : error -- worker initiator read callback , 0x2393 (pan_sock : internal pointer error) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_worker.c : <*>	-	7
kernel MOSAL(1) : file_pgoff = 0x2ade6	-	1
kernel MOSAL(1) : file_pgoff = 0x1ab02	-	2
postfix/cleanup <*> : message-id = <20060208163636.62077518249@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1be4e	-	1
date <*> <*> <*> <*> <*> <*> <*> <*> MST <*>	-	2807
kernel MOSAL(1) : file_pgoff = 0x1dc30	-	1
postfix/cleanup 38BA0AC4074 : message-id = <20060517205309.38BA0AC4074@tbird-#2124#>	-	1
ib_sm.x [INFO] : = = = = = = = = = = = = ib_sm.x backtrace start = = = = = = = = = = = = = =	-	1
kernel MOSAL(1) : file_pgoff = 0xe100	-	1
postfix/cleanup BF797518975 : message-id = <20060223171116.BF797518975@tbird-#206#>	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/mmu.c[243] : make_iobsize = 0x27000	-	1
su <*> : <*> returning <*> <*>	-	695
postfix/cleanup BF841AC41AC : message-id = <20060516041530.BF841AC41AC@tbird-#2124#>	-	1
postfix/cleanup 3C164518C35 : message-id = <20051112194506.3C164518C35@tbird-#206#>	-	1
postfix/cleanup 9342CF20132 : message-id = <20060409193102.9342CF20132@#56#.#207#>	-	1
ntpd [ -p pid_file ] [ -r broad_delay ] [ -s statdir ]	-	1
postfix/cleanup B188F5181B7 : message-id = <20060111180310.B188F5181B7@tbird-#206#>	-	1
kernel serio : i8042 AUX port at 0x60 , 0x64 irq <*>	-	4346
postfix/cleanup D7B08519141 : message-id = <20051114091507.D7B08519141@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f214	-	1
kernel MOSAL(1) : file_pgoff = 0x13c08	-	1
kernel MOSAL(1) : file_pgoff = 0xe882	-	1
postfix/cleanup A69A0F20099 : message-id = <20060703042257.A69A0F20099@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xb526	-	1
postfix/cleanup 6C7CB864ABE : message-id = <20060616174800.6C7CB864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1672c	-	2
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/mmu.c[243] : make_iobuf : MOSAL_iobuf_register failed : va = <*> <*> <*> : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addr = <*> size = <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x2a120	-	2
postfix/cleanup 34D9051810A : message-id = <20051214175741.34D9051810A@tbird-#206#>	-	1
postfix/cleanup B4CFFAC409A : message-id = <20060421221611.B4CFFAC409A@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1932e	-	2
kernel <ffffffffa00a6820>{ : ts_kernel_services : _tsKernelQueueThread+0}	-	1
kernel MOSAL(1) : file_pgoff = 0xea65	-	5
kernel MOSAL(1) : file_pgoff = 0x11858	-	2
postfix/cleanup 934485190DD : message-id = <20051114084509.934485190DD@tbird-#206#>	-	1
kernel pan_trace : panfs trace buffer <*> added.	-	4914
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1o	-	1
kernel MOSAL(1) : file_pgoff = 0x10064	-	2
kernel BIOS-provided physical RAM map :	-	4543
postfix/cleanup 2F24EAEB75 : message-id = <20060119110211.2F24EAEB75@#1703#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1c4c5	-	1
kernel MOSAL(1) : file_pgoff = 0x685b	-	3
kernel usbcore : registered new driver hiddev	-	4362
postfix/cleanup A486AF200A6 : message-id = <20060705170331.A486AF200A6@#56#.#207#>	-	1
postfix/cleanup 42CB27B397 : message-id = <20060119110203.1DF727B394@#1181#>	-	1
kernel <ffffffff8015f550>{kmem_getpagges : 168616kB (0kB HighMem)	-	1
kernel <ffffffffa04de8cd>{ : panfs : pan_r high <*> , batch <*>	-	1
RT DBD : : mysql : : st execute failed : Column <*> cannot be null at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line 492. <*> : <*>	-	50
postfix/cleanup 191C7518D6F : message-id = <20051113054508.191C7518D6F@tbird-#206#>	-	1
megaraid #39# (Release Date : <*> <*> EDT 2004)	-	2
postfix/cleanup 9503CF200A6 : message-id = <20060705153357.9503CF200A6@#56#.#207#>	-	1
dataeng NOTE : snmpd must be restarted to activate changes to /etc/snmp/snmpd.conf	-	93
postfix/cleanup DCEA45181D1 : message-id = <20060120192632.DCEA45181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1da7e	-	2
postfix/cleanup 00C08F2012E : message-id = <20060619135754.00C08F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9ed7	-	28
kernel MOSAL(1) : file_pgoff = 0xab5b	-	5
kernel MOSAL(1) : file_pgoff = 0x1d654	-	1
kernel task migration cache decay timeout : <*> msecs.	-	4332
sshd debug3 : Trying to reverse map address #1833#.	-	1
crond <*> : configured realm '#24#'	-	3446
kernel obsd_client : obsd_client : command timed out READ options = <*> obj_id = <*> starting_byte = <*> length = <*> get_attributes = <*> realmname panfs1 dev_id = <*> flags = 0x0 res_buffer = (0x0 : 0) <*> , <*> , <*> allocated_by_sam = YES	-	2983
logger Kickstart : setup authorization schema	-	437
kernel MOSAL(1) : file_pgoff = 0xd6ce	-	3
smokeping Reloading configuration.	-	1
ACPI <*> <*> IOAPIC <*> <*> <*>	-	4
kernel MOSAL(1) : file_pgoff = 0x1e0e7	-	2
kernel MOSAL(1) : file_pgoff = 0x12b50	-	1
kernel MOSAL(1) : file_pgoff = 0x1ada9	-	1
kernel MOSAL(1) : file_pgoff = 0xb119	-	1
postfix/qmgr warning : qmgr_active_done_3_generic : remove <*> from active : No such file or directory	-	3
kernel <ffffffff80134e39>{default_wake_function+0} <ffffffff80134e39>{default_wake_function+0}	-	1
postfix/cleanup E2C13518D1C : message-id = <20060331065547.E2C13518D1C@tbird-#206#>	-	1
postfix/cleanup B21FF780078 : message-id = <20060305110331.AC31C78007B@#819#>	-	1
postfix/cleanup 56639864ABE : message-id = <20060620014758.56639864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf45	-	2
kernel MOSAL(1) : file_pgoff = 0x1d50b	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6da	-	2
ib_sm [ib_sm_discovery.c : 752] : switch lid change , node - GUID = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ab , port = <*> , neighbor (nil) , changing lid from <*> , back to original <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x15a48	-	1
kernel EXT3-fs error (device sda6) : read_inode_bitmap : Cannot read inode bitmap - block_group = <*> , inode_bitmap = <*>	EXT_FS	1
postfix/cleanup 85DC4AC4075 : message-id = <20060418172416.85DC4AC4075@tbird-#2124#>	-	1
postfix/cleanup 944C8F20131 : message-id = <20060625104412.944C8F20131@#56#.#207#>	-	1
postfix/cleanup 95F76F200A2 : message-id = <20060618081844.95F76F200A2@#56#.#207#>	-	1
postfix/cleanup 68AA6864ABE : message-id = <20060710164748.68AA6864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xf1fe	-	1
dhcpd <*> <*> <*>	-	901
postfix/cleanup 92E88518A25 : message-id = <20060328161303.92E88518A25@tbird-#206#>	-	1
smokeping got TERM signal , terminating.	-	4
postfix/cleanup 981E35181D1 : message-id = <20060120125459.981E35181D1@tbird-#206#>	-	1
ib_sm.test [ib_sm_sweep.c : <*> : ******************* NEW MASTER POLL *****************	-	2
kernel MOSAL(1) : file_pgoff = 0x1add5	-	86
postfix/cleanup BAC26F200A0 : message-id = <20060411173103.BAC26F200A0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xc4e2	-	1
kernel MOSAL(1) : file_pgoff = 0x15a6e	-	2
postfix/cleanup D84DBF20126 : message-id = <20060426130102.D84DBF20126@#56#.#207#>	-	1
postfix/cleanup 9C051AC4160 : message-id = <20060516041526.9C051AC4160@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d1a6	-	2
RT About to commit scrips for transaction <*>	-	7
kernel MOSAL(1) : file_pgoff = 0x55d	-	459
dhcpd requesting help.	-	1
postfix/cleanup <*> : message-id = <20051111054724.05399518333@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ae45	-	2
kernel MOSAL(1) : file_pgoff = 0x1a70c	-	1
postfix/smtp 19AB096F39 : to = <#213#-#214#@#207#> , orig_to = <root> , relay = none , delay = <*> , status = deferred (Host or domain name not found. Name service error for name = #211# type = MX : Host not found , try again)	-	1
kernel MOSAL(1) : file_pgoff = 0x1ef46	-	1
ntpd ntpd : unknown option -u	-	1
postfix/cleanup D4739F20126 : message-id = <20060427043645.D4739F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d560	-	3
postfix/cleanup 251FEAC4092 : message-id = <20060501212740.251FEAC4092@tbird-#2124#>	-	1
xinetd Starting reconfiguration	-	1
kernel MOSAL(1) : file_pgoff = 0x1126e	-	5
kernel MOSAL(1) : file_pgoff = 0x2d715	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5fe	-	19
postfix/cleanup C54D9AC4074 : message-id = <20060407224427.C54D9AC4074@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f9bd	-	2
ib_sm [ib_sm_discovery.c : 1536] : ---- node <*> : <*> : ad : <*> : <*> : <*> : <*> <*> ab is a switch <*> <*>	-	25
kernel MOSAL(1) : file_pgoff = 0x2d74a	-	2
kernel panfs : raid : <*> : raid done <*> machinelet_count <*> machine trace_op 0x80 raid_trace op <*> num_dag <*> num_dags_done <*>	-	3
logsurfer <*> <*> <*>	-	3
"gconfd (#2952#-14471) Resolved address "" xml : readwrite : <*> "" to a writable configuration source at position <*>"	-	1
postfix/cleanup 49649F2009C : message-id = <20060421085246.49649F2009C@#56#.#207#>	-	1
kernel VIPKL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/vip/obj_host_amd64_custom1_rhel4/mod_vip/mmu.c[243] : make_iobuf : MOSAL_iobuf_register failed : va = 0x190C7000sizosal_iobuf.c[126] : dump iobuf at 0000010154224d00 :	-	1
postfix/pickup warning : <*> : message has been queued for <*> days	-	254
kernel MOSAL(1) : file_pgoff = 0x2cfb1	-	1
kernel MOSAL(1) : file_pgoff = 0x16c3f	-	1
kernel MOSAL(1) : file_pgoff = 0x14ada	-	1
kernel MOSAL(1) : file_pgoff = 0x2d277	-	1
kernel aio_setup : sizeof(struct page) = <*>	-	1
ACPI <*> <*> Using IOAPIC for interrupt routing	-	3
postfix/cleanup 99219F200A9 : message-id = <20060423071846.99219F200A9@#56#.#207#>	-	1
postfix/cleanup C4573F2012C : message-id = <20060615231747.C4573F2012C@#56#.#207#>	-	1
sshd debug2 : notify_done : reading	-	2
kernel MOSAL(1) : file_pgoff = 0x2d309	-	2
postfix/cleanup CE4EA864ABE : message-id = <20060414010253.CE4EA864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdc6a	-	38
kernel <ffffffffa00be63f>{ : sunrpc : rpc_clnt_sigunmask+63} <ffffffffa00be63f>{ : sunrpc : rpc_clnt_sigunmask+63}	-	1
kernel MOSAL(1) : file_pgoff = 0x167a3	-	3
kernel MOSAL(1) : file_pgoff = 0x112f4	-	1
kernel MOSAL(1) : file_pgoff = 0xffdb	-	1
spsetup.sh Package Release ID = R106628 Package Description = Dell BMC Firmware , v.1.40 , A05 Support Log path = /var/log/#26#/updatepackage/log/support/R106628.log Exit code = <*> <*> <*>	-	69
kernel MOSAL(1) : file_pgoff = 0x29eb0	-	7
kernel MOSAL(1) : file_pgoff = 0x2cf36	-	1
postfix/cleanup 20BBE518B55 : message-id = <20060331065411.20BBE518B55@tbird-#206#>	-	1
postfix/cleanup B644DF200A5 : message-id = <20060421071603.B644DF200A5@#56#.#207#>	-	1
postfix/cleanup CD298AC4074 : message-id = <20060501171731.CD298AC4074@tbird-#2124#>	-	1
postfix/cleanup 39610F20126 : message-id = <20060406203103.35B66F20131@#56#.#207#>	-	1
postfix/cleanup 5E1F9518107 : message-id = <20051214151540.5E1F9518107@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x29ea3	-	5
kernel MOSAL(1) : file_pgoff = 0x16ed8	-	3
kernel MOSAL(1) : file_pgoff = 0x1aaf7	-	1
kernel MOSAL(1) : file_pgoff = 0x2d48d	-	1
kernel MOSAL(1) : file_pgoff = 0x2d033	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfd5	-	1
kernel MOSAL(1) : file_pgoff = 0x1163a	-	1
postfix/cleanup 006E2864ABE : message-id = <20060508115746.006E2864ABE@#56#.#207#>	-	1
rc.sysinit Setting clock (localtime) : <*> <*> <*> <*> <*> <*> <*> <*> MST <*> succeeded	-	2788
kernel <*> : next = <*>	-	30908
ib_mgr.x [CONF] : [super] : config ib sm subnet-prefix fe : <*> : <*> : <*> : <*> : <*> : <*> : <*>	-	65
kernel routing cache hash table of <*> buckets , <*>	-	4314
kernel MOSAL(1) : file_pgoff = 0x2d4e4	-	7
sshd2 Local disconnected : Connection closed.	-	1
kernel MOSAL(1) : file_pgoff = 0x8a55	-	1
kernel MOSAL(1) : file_pgoff = 0x1ad1d	-	1
kernel MOSAL(1) : file_pgoff = 0x2cef0	-	3
postfix/cleanup B34A3F2009C : message-id = <20060627110801.B34A3F2009C@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15b24	-	1
postfix/cleanup 7219D5194B6 : message-id = <20051118161510.7219D5194B6@tbird-#206#>	-	1
postfix/cleanup 47F6AF20133 : message-id = <20060409091603.47F6AF20133@#56#.#207#>	-	1
exportfs eadmin1 : /install/speconf	-	1
postfix/cleanup 17C51864ABE : message-id = <20060624204318.17C51864ABE@#56#.#207#>	-	1
postfix/cleanup 5ED95518229 : message-id = <20060201012003.5ED95518229@tbird-#206#>	-	1
postfix/cleanup 01252F20133 : message-id = <20060628174306.01252F20133@#56#.#207#>	-	1
postfix/cleanup 2F377F200A3 : message-id = <20060624023754.2F377F200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cec1	-	1
kernel Copyright (c) <*> Intel Corporation.	-	4274
postfix/cleanup 9BCD2864ABF : message-id = <20060705081744.9BCD2864ABF@#56#.#207#>	-	1
sshd debug3 : mm_get_keystate : Waiting for second key	-	1
postfix/cleanup E3072F2009C : message-id = <20060627083744.E3072F2009C@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d93b	-	1
kernel MOSAL(1) : file_pgoff = 0x1f2c9	-	1
kernel MOSAL(1) : file_pgoff = 0x10737	-	1
kernel MOSAL(1) : file_pgoff = 0xa70c	-	17
megaraid <*> (Release Date : <*> <*> EST 2005)	-	4
kernel <ffffffff802cceff>{tcp_close+678} <ffffffff802e8e33>{inet_release+77}	-	2
kernel MOSAL(1) : file_pgoff = 0x10746	-	3
kernel MOSAL(1) : file_pgoff = 0x2d48b	-	4
postfix/cleanup 52887F200C6 : message-id = <20060311111546.52887F200C6@#56#.#207#>	-	1
kernel <ffffffff801347ee>{autoremove_wake_function+0} <ffffffff801347ee>{autoremove_wake_function+0}	-	2
postfix/cleanup A98F2518B00 : message-id = <20060505183432.A98F2518B00@tbird-#206#>	-	1
postfix/cleanup 1F857F200A8 : message-id = <20060710214828.1F857F200A8@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1c7fe	-	1
postfix/cleanup 6647EF200A0 : message-id = <20060411140402.6647EF200A0@#56#.#207#>	-	1
chassis_mgr.x [INFO] : power-supply <*> is removed	-	5
kernel MOSAL(1) : file_pgoff = 0xab36	-	2
kernel <*> <*> error -- cmd_destroy : destroying aborted (rc = 0x1d7e (IPS : session got unknown error callback)) command <*> <*> : <*> : <*>	-	11792
postfix/cleanup 89F2351821E : message-id = <20060201011536.89F2351821E@tbird-#206#>	-	1
kernel usb <*> : new full speed USB device using address <*>	-	4
postfix/cleanup F1A4A864ABE : message-id = <20060418140257.F1A4A864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1aa25	-	6
ib_sm [ib_sm_discovery.c : 1050] : _ib_smDiscoverPort(port = 24)	-	30
postfix/cleanup DF309F200A6 : message-id = <20060603103024.DF309F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xa4e7	-	4
postfix/cleanup 0E52A518137 : message-id = <20051222155926.0E52A518137@tbird-#206#>	-	1
kernel oom-killer : gfp_mask = 0xd2	-	441
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) priv_mosal_mlock for addOSAL(1) : next = <*>	-	1
postfix/cleanup 823B5864ABE : message-id = <20060412185203.823B5864ABE@#56#.#207#>	-	1
kernel Active : <*> inactive : <*> dirty : <*> writeback : <*> unstable : <*> free : <*> slab : <*> mapped : <*> pagetables : <*>	-	2897
kernel MOSAL(1) : file_pgoff = 0x2d14d	-	4
postfix/cleanup 760C9AC4075 : message-id = <20060407224357.760C9AC4075@tbird-#2124#>	-	1
kernel BIOS-e820 : <*> - 00000000bffc0000 (usable)	-	4494
ide1 Wait for ready failed before probe !	-	1
kernel IRQ20 -> <*> : <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x15bed	-	11
kernel MOSAL(1) : file_pgoff = 0x1a7fb	-	1
kernel MOSAL(1) : alegra_3D_alegr[11990] : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal00size = 0x27000	-	1
kernel MOSAL(1) : <*> <*> <*> : dump iobuf at <*> :	-	3
postfix/cleanup 95FD1518E29 : message-id = <20051113084508.95FD1518E29@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfa0	-	1
xinetd Started working : <*> available services	-	4325
kernel MOSAL(1) : file_pgoff = 0x1ab32	-	1
kernel MOSAL(1) : file_pgoff = 0x2d625	-	5
kernel MOSAL(1) : file_pgoff = 0x601d	-	527
